Course Name,Course Code,Section,Index
COLLEGE WRITING,01:355:101,NB,11017
COLLEGE WRITING,01:355:101,NC,11018
COLLEGE WRITING,01:355:101,NF,11021
COLLEGE WRITING,01:355:101,OC,11024
COLLEGE WRITING,01:355:101,OD,11025
COLLEGE WRITING,01:355:101,OE,11026
COLLEGE WRITING,01:355:101,OF,11027
COLLEGE WRITING,01:355:101,OH,11029
COLLEGE WRITING,01:355:101,PC,11032
COLLEGE WRITING,01:355:101,PE,11034
COLLEGE WRITING,01:355:101,PF,11035
COLLEGE WRITING,01:355:101,PG,11036
COLLEGE WRITING,01:355:101,QA,11037
COLLEGE WRITING,01:355:101,QC,11039
COLLEGE WRITING,01:355:101,QF,11041
COLLEGE WRITING,01:355:101,RC,11047
COLLEGE WRITING,01:355:101,RD,11048
COLLEGE WRITING,01:355:101,RE,11049
COLLEGE WRITING,01:355:101,RF,11050
COLLEGE WRITING,01:355:101,RG,11051
COLLEGE WRITING,01:355:101,RH,11052
COLLEGE WRITING,01:355:101,RI,11053
COLLEGE WRITING,01:355:101,RK,11055
COLLEGE WRITING EXTENDED,01:355:104,AA,11059
COLLEGE WRITING EXTENDED,01:355:104,AB,11060
COLLEGE WRITING EXTENDED,01:355:104,BA,11063
COLLEGE WRITING EXTENDED,01:355:104,BB,11064
COLLEGE WRITING EXTENDED,01:355:104,BC,11065
COLLEGE WRITING EXTENDED,01:355:104,BD,11066
COLLEGE WRITING EXTENDED,01:355:104,CA,11067
COLLEGE WRITING EXTENDED,01:355:104,EE,11078
COLLEGE WRITING EXTENDED,01:355:104,EF,11079
COLLEGE WRITING EXTENDED,01:355:104,FA,11080
COLLEGE WRITING EXTENDED,01:355:104,FC,11082
COLLEGE WRITING EXTENDED,01:355:104,FD,11083
COLLEGE WRITING EXTENDED,01:355:104,GD,11087
COLLEGE WRITING EXTENDED,01:355:104,IA,11088
COLLEGE WRITING EXTENDED,01:355:104,JC,11094
COLLEGE WRITING EXTENDED,01:355:104,JD,11095
RESEARCH IN DISCIPLINES,01:355:201,A2,11098
RESEARCH IN DISCIPLINES,01:355:201,A3,11099
RESEARCH IN DISCIPLINES,01:355:201,A4,11100
RESEARCH IN DISCIPLINES,01:355:201,A5,11101
RESEARCH IN DISCIPLINES,01:355:201,A6,11102
RESEARCH IN DISCIPLINES,01:355:201,A8,11104
RESEARCH IN DISCIPLINES,01:355:201,B1,11106
RESEARCH IN DISCIPLINES,01:355:201,B2,11107
RESEARCH IN DISCIPLINES,01:355:201,B3,11108
RESEARCH IN DISCIPLINES,01:355:201,B4,11109
RESEARCH IN DISCIPLINES,01:355:201,B5,11110
RESEARCH IN DISCIPLINES,01:355:201,B6,11111
RESEARCH IN DISCIPLINES,01:355:201,B7,11112
RESEARCH IN DISCIPLINES,01:355:201,B8,11113
RESEARCH IN DISCIPLINES,01:355:201,C1,11115
RESEARCH IN DISCIPLINES,01:355:201,C2,11116
RESEARCH IN DISCIPLINES,01:355:201,C3,11117
RESEARCH IN DISCIPLINES,01:355:201,C4,11118
RESEARCH IN DISCIPLINES,01:355:201,C7,11121
RESEARCH IN DISCIPLINES,01:355:201,C8,11122
RESEARCH IN DISCIPLINES,01:355:201,C9,11123
RESEARCH IN DISCIPLINES,01:355:201,D1,11124
RESEARCH IN DISCIPLINES,01:355:201,D2,11125
RESEARCH IN DISCIPLINES,01:355:201,E1,11133
RESEARCH IN DISCIPLINES,01:355:201,E2,11134
RESEARCH IN DISCIPLINES,01:355:201,E4,11135
RESEARCH IN DISCIPLINES,01:355:201,E7,24047
RESEARCH IN DISCIPLINES,01:355:201,F1,24048
RESEARCH IN DISCIPLINES,01:355:201,F2,24049
TECHNICAL WRITING ESSENTIALS,01:355:202,01,11138
TECHNICAL WRITING ESSENTIALS,01:355:202,03,24050
TECHNICAL WRITING ESSENTIALS,01:355:202,04,24051
BUSINESS WRITING ESSENTIALS,01:355:203,02,11141
BUSINESS WRITING ESSENTIALS,01:355:203,03,24052
BUSINESS WRITING ESSENTIALS,01:355:203,04,24053
COLLEGE WRITING FOR TRANSFER STUDENTS,01:355:301,01,11142
COLLEGE WRITING FOR TRANSFER STUDENTS,01:355:301,02,11143
COLLEGE WRITING FOR TRANSFER STUDENTS,01:355:301,03,11144
SCIENTIFIC AND TECHNICAL WRITING,01:355:302,01,11146
SCIENTIFIC AND TECHNICAL WRITING,01:355:302,02,11147
SCIENTIFIC AND TECHNICAL WRITING,01:355:302,03,11148
SCIENTIFIC AND TECHNICAL WRITING,01:355:302,04,11149
SCIENTIFIC AND TECHNICAL WRITING,01:355:302,05,11150
SCIENTIFIC AND TECHNICAL WRITING,01:355:302,06,11151
SCIENTIFIC AND TECHNICAL WRITING,01:355:302,07,11152
SCIENTIFIC AND TECHNICAL WRITING,01:355:302,08,11153
SCIENTIFIC AND TECHNICAL WRITING,01:355:302,09,11154
SCIENTIFIC AND TECHNICAL WRITING,01:355:302,10,11155
SCIENTIFIC AND TECHNICAL WRITING,01:355:302,13,24054
SCIENTIFIC AND TECHNICAL WRITING,01:355:302,14,24055
SCIENTIFIC AND TECHNICAL WRITING,01:355:302,15,24056
SCIENTIFIC AND TECHNICAL WRITING,01:355:302,16,24057
SCIENTIFIC AND TECHNICAL WRITING,01:355:302,17,24058
SCIENTIFIC AND TECHNICAL WRITING,01:355:302,18,24059
SCIENTIFIC AND TECHNICAL WRITING,01:355:302,90,11158
WRITING FOR BUSINESS AND THE PROFESSIONS,01:355:303,01,11159
WRITING FOR BUSINESS AND THE PROFESSIONS,01:355:303,02,11160
WRITING FOR BUSINESS AND THE PROFESSIONS,01:355:303,03,11161
WRITING FOR BUSINESS AND THE PROFESSIONS,01:355:303,04,11162
WRITING FOR BUSINESS AND THE PROFESSIONS,01:355:303,05,11163
WRITING FOR BUSINESS AND THE PROFESSIONS,01:355:303,06,11164
WRITING FOR BUSINESS AND THE PROFESSIONS,01:355:303,07,11165
WRITING FOR BUSINESS AND THE PROFESSIONS,01:355:303,08,11166
WRITING FOR BUSINESS AND THE PROFESSIONS,01:355:303,09,11167
WRITING FOR BUSINESS AND THE PROFESSIONS,01:355:303,10,11168
WRITING FOR BUSINESS AND THE PROFESSIONS,01:355:303,13,11171
WRITING FOR BUSINESS AND THE PROFESSIONS,01:355:303,14,24060
WRITING FOR BUSINESS AND THE PROFESSIONS,01:355:303,15,24061
WRITING FOR BUSINESS AND THE PROFESSIONS,01:355:303,90,11172
WRTG GRANT PROPOSALS,01:355:315,01,11173
WRTG FOR ENGINEERS,01:355:322,01,11174
SCIENCE WRITING,01:355:342,01,11175
WRTG IN PROFESSIONS,01:355:355,01,11177
COLLAB WRTG PRACTICE,01:355:375,90,11179
INTERNSHIP,01:355:396,01,11180
WRITING INTERNSHIP FOR BUSINESS AND TECHNICAL WRITING M..,01:355:398,01,11181
WEB AUTHORING,01:355:425,01,11182
ENGLISH FOR ACADEMIC PURPOSES I:        WRITING ACROSS ..,01:356:155,02,11184
ENGLISH FOR ACADEMIC PURPOSES I:        WRITING ACROSS ..,01:356:155,05,11186
ENGLISH FOR ACADEMIC PURPOSES II: ACADEMIC WRITING IN T..,01:356:156,02,11189
ENGLISH FOR ACADEMIC PURPOSES II: ACADEMIC WRITING IN T..,01:356:156,03,11190
ENGLISH FOR ACADEMIC PURPOSES II: ACADEMIC WRITING IN T..,01:356:156,04,11191
ENGLISH FOR ACADEMIC PURPOSES II: ACADEMIC WRITING IN T..,01:356:156,05,11192
ENGLISH FOR ACADEMIC PURPOSES II: ACADEMIC WRITING IN T..,01:356:156,06,11193
ENGLISH FOR ACADEMIC PURPOSES II: ACADEMIC WRITING IN T..,01:356:156,07,11194
ENGLISH FOR ACADEMIC PURPOSES II: ACADEMIC WRITING IN T..,01:356:156,08,11195
ENGLISH FOR ACADEMIC PURPOSES II: ACADEMIC WRITING IN T..,01:356:156,09,11196
ENGLISH FOR ACADEMIC PURPOSES II: ACADEMIC WRITING IN T..,01:356:156,10,11197
ENGLISH FOR ACADEMIC PURPOSES II: ACADEMIC WRITING IN T..,01:356:156,11,23875
ENGLISH FOR ACADEMIC PURPOSES II: ACADEMIC WRITING IN T..,01:356:156,12,23876
INTRODUCTION TO LITERARY STUDIES,01:358:206,MA,11199
BLACK LITERATURE FROM 1930 TO PRESENT,01:358:218,01,04966
INTRODUCTION TO CRIME FICTION,01:358:253,01,11200
INTRODUCTION TO SCIENCE FICTION,01:358:254,01,11201
INTRODUCTION TO MODERN LITERARY FANTASY,01:358:255,01,11202
INTRODUCTION TO THE STUDY OF WOMEN WRITERS,01:358:261,01,11203
INTRODUCTION TO LITERATURE AND ENVIRONMENT,01:358:262,01,23122
THE CULTURAL HISTORY OF NOW,01:358:275,01,11204
CHAUCER,01:358:306,01,11205
ISSUES & PROBLEMS IN MEDIEVAL LITERATUREAND CULTURE,01:358:309,01,11206
SHAKESPEARE: THE LATE PLAYS,01:358:315,01,11207
17TH CENTURY POETRY,01:358:319,01,11208
18TH CENTURY NOVEL,01:358:326,01,11209
RESTORATION & 18TH-CENTURY WOMEN WRITERS,01:358:327,01,11210
ISSUES & PROBLEMS IN 18TH-CENTURY LITERATURE AND CULTUR..,01:358:328,01,11211
19TH CENTURY THEATER AND DRAMA,01:358:335,90,11212
19TH CENTURY BRITISH FICTION,01:358:336,01,11213
ISSUES & PROBLEMS IN 19TH-CENTURY LITERATURE AND CULTUR..,01:358:338,01,11214
20TH-CENTURY LITERATURE IN A GLOBAL CONTEXT,01:358:361,01,11215
ISSUES & PROBLEMS IN 20TH-CENTURY LITERATURE AND CULTUR..,01:358:363,01,11216
BLACK POETRY,01:358:371,01,11217
BLACK THEATER AND DRAMA,01:358:372,01,11218
19TH CENTURY BLACK LITERATURE,01:358:375,01,11219
NATIVE AMERICAN LITERATURES IN ENGLISH,01:358:388,01,23431
CHICANO/CHICANA LITERATURE,01:358:390,01,11220
INDEPENDENT STUDY,01:358:393,01,11221
THE ENGLISH BIBLE,01:358:398,01,11222
DRAMA AND PERFORMANCE STUDIES CAPSTONE,01:358:410,01,11225
SEMINAR: TOPICS IN RENAISSANCE LITERATURE AND CULTURE,01:358:434,01,11226
SEMINAR: TOPICS IN 20TH-CENTURY LITERATURE AND CULTURE,01:358:437,01,11227
SEMINAR: TOPICS IN 20TH-CENTURY LITERATURE AND CULTURE,01:358:437,02,11228
SEMINAR: TOPICS IN GENRE,01:358:440,90,11229
SEMINAR: TOPICS IN 19TH-CENTURY AMERICANLITERATURE AND ..,01:358:442,01,11230
SEMINAR: TOPICS IN BLACK LITERATURE &   CULTURE,01:358:445,01,11231
SEMINAR: SPECIAL TOPICS IN AMERICAN LITERATURE,01:358:452,01,11232
SEMINAR: SPECIAL TOPICS IN AMERICAN LITERATURE,01:358:452,02,11233
INDEPENDENT STUDY,01:358:493,01,11234
PRINCIPLES OF LITERARY STUDY,01:359:201,01,11236
PRINCIPLES OF LITERARY STUDY,01:359:201,04,11237
PRINCIPLES OF LITERARY STUDY,01:359:201,05,11238
PRINCIPLES OF LITERARY STUDY,01:359:201,06,11239
PRINCIPLES OF LITERARY STUDY,01:359:201,07,11240
PRINCIPLES OF LITERARY STUDY,01:359:201,08,11241
PRINCIPLES OF LITERARY STUDY,01:359:201,09,11242
PRINCIPLES OF LITERARY STUDY,01:359:201,10,11243
PRINCIPLES OF LITERARY STUDY,01:359:201,11,11244
PRINCIPLES OF LITERARY STUDY,01:359:201,12,11245
PRINCIPLES OF LITERARY STUDY,01:359:201,90,11246
DATA AND CULTURE,01:359:207,01,11247
ISSUES AND PROBLEMS IN LITERARY THEORY,01:359:312,01,11248
LITERATURE AND PSYCHOLOGY,01:359:326,01,11249
ISSUES AND PROBLEMS IN FEMINIST LITERARYSTUDIES,01:359:336,01,11250
THEORIES OF TEXT AND IMAGE,01:359:360,01,11251
LITERATURE AND VISUAL CULTURE,01:359:361,01,11252
LITERARY EDITING AND PUBLISHING,01:359:370,01,21870
INDEPENDENT STUDY,01:359:394,01,11253
SEMINAR: TOPICS IN LITERARY THEORY,01:359:410,01,11254
JUNIOR HONORS SEMINAR,01:359:496,01,11255
JUNIOR HONORS SEMINAR,01:359:496,02,11256
SENIOR HONORS TUTORIAL,01:359:499,H1,11257
CONTEMPORARY EUROPE,01:360:301,01,11258
INDEPENDENT STUDY,01:360:390,01,11260
FOUNDATIONS OF KINESIOLOGY AND HEALTH,01:377:140,M1,11261
FOUNDATIONS OF KINESIOLOGY AND HEALTH,01:377:140,M2,11262
FOUNDATIONS OF KINESIOLOGY AND HEALTH,01:377:140,M3,11263
FOUNDATIONS OF KINESIOLOGY AND HEALTH,01:377:140,M4,11264
FOUNDATIONS OF KINESIOLOGY AND HEALTH,01:377:140,M5,11265
FOUNDATIONS OF KINESIOLOGY AND HEALTH,01:377:140,MA,11266
FOUNDATIONS OF KINESIOLOGY AND HEALTH,01:377:140,MB,11267
FOUNDATIONS OF KINESIOLOGY AND HEALTH,01:377:140,MC,11268
FOUNDATIONS OF KINESIOLOGY AND HEALTH,01:377:140,MD,11269
FOUNDATIONS OF KINESIOLOGY AND HEALTH,01:377:140,ME,11270
INTRODUCTION TO PHYSICAL THERAPY (PT),01:377:160,M1,11271
INTRODUCTION TO PHYSICAL THERAPY (PT),01:377:160,MA,11272
OBSERVATION IN PHYSICAL THERAPY,01:377:161,01,11273
PRINCIPLES OF STRENGTH AND CONDITIONING,01:377:170,M1,11274
PRINCIPLES OF STRENGTH AND CONDITIONING,01:377:170,MA,11275
PRINCIPLES OF STRENGTH AND CONDITIONING,01:377:170,MB,11276
EXERCISE AND RELAXATION,01:377:180,M1,11277
EXERCISE AND RELAXATION,01:377:180,M2,11278
EXERCISE AND RELAXATION,01:377:180,MA,11279
CARDIOVASCULAR CONDITIONING,01:377:191,M1,11280
CARDIOVASCULAR CONDITIONING,01:377:191,MA,11281
AEROBIC FITNESS II,01:377:192,02,11282
AEROBIC FITNESS II,01:377:192,03,11283
PRINCIPLES OF HEALTHY LIFESTYLE,01:377:205,M1,11284
PRINCIPLES OF HEALTHY LIFESTYLE,01:377:205,MA,11285
FUNCTIONAL HUMAN ANATOMY,01:377:223,01,11286
FUNCTIONAL HUMAN ANATOMY,01:377:223,02,11287
FUNCTIONAL HUMAN ANATOMY,01:377:223,03,11288
FUNCTIONAL HUMAN ANATOMY,01:377:223,04,11289
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,01,11290
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,02,11291
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,03,11292
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,04,11293
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,05,11294
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,06,11295
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,07,11296
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,08,11297
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,09,11298
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,10,11299
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,11,11300
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,12,11301
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,13,11302
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,14,11303
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,16,11305
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,17,11306
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,18,11307
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,19,11308
FUNCTIONAL HUMAN ANATOMY LAB,01:377:224,20,11309
SAFETY ED AND EMERGENCY CARE,01:377:246,01,11310
HEALTH AND WELLNESS IN UNDERSERVED      POPULATIONS,01:377:252,01,11311
BASIC STATISTICS FOR EXERCISE SCIENCE,01:377:275,01,11312
PSYCHOLOGY OF SPORT AND EXERCISE,01:377:301,01,11313
EXERCISE AND AGING,01:377:304,01,11314
MOTOR LEARNING,01:377:310,01,11315
MOTOR LEARNING,01:377:310,02,11316
MOTOR LEARNING,01:377:310,03,11317
ADVANCED THEORY AND TECHNIQUES OF ATHLETIC TRAINING,01:377:315,01,11318
WORKSHOP IN EXERCISE SCIENCE,01:377:343,01,11319
WORKSHOP IN EXERCISE SCIENCE,01:377:344,01,11320
BIOMECHANICS,01:377:350,01,11321
EXERCISE PHYSIOLOGY,01:377:370,01,11322
EXERCISE PHYSIOLOGY LABORATORY,01:377:371,01,11323
EXERCISE PHYSIOLOGY LABORATORY,01:377:371,02,11324
EXERCISE PHYSIOLOGY LABORATORY,01:377:371,03,11325
EXERCISE PHYSIOLOGY LABORATORY,01:377:371,04,11326
EXERCISE PHYSIOLOGY LABORATORY,01:377:371,05,11327
EXERCISE PHYSIOLOGY LABORATORY,01:377:371,06,11328
EXERCISE PHYSIOLOGY LABORATORY,01:377:371,07,11329
EXERCISE PHYSIOLOGY LABORATORY,01:377:371,08,11330
EXERCISE PHYSIOLOGY LABORATORY,01:377:371,09,11331
EXERCISE PHYSIOLOGY LABORATORY,01:377:371,10,11332
EXERCISE PHYSIOLOGY LABORATORY,01:377:371,11,11333
EXERCISE PHYSIOLOGY LABORATORY,01:377:371,12,11334
THEORY OF STRENGTH AND CONDITIONING,01:377:401,01,11335
ADMINISTRATION OF EXERCISE SCIENCE,01:377:407,M1,11336
ADMINISTRATION OF EXERCISE SCIENCE,01:377:407,M2,11337
ADMINISTRATION OF EXERCISE SCIENCE,01:377:407,MA,11338
EXERCISE TESTING AND PRESCRIPTION,01:377:410,01,11339
PEDIATRIC HEALTH - CONTEMPORARY AND     CULTURAL FACTOR..,01:377:417,01,11341
INDEPENDENT STUDY,01:377:491,01,00052
"INTERNSHIP IN EXERCISE SCIENCE, 3CR",01:377:493,01,11342
"INTERNSHIP IN EXERCISE SCIENCE, 3CR",01:377:493,02,11343
EKG USE AND INTERPRETATION,01:377:496,01,11344
INTERNSHIP II IN EXERCISE SCIENCE,01:377:497,01,11345
"INTERNSHIP IN EXERCISE SCIENCE, 6 CR",01:377:498,01,11347
INTRODUCTION TO ENVIRONMENTAL STUDIES,01:381:101,01,11348
ENVIRONMENTAL STUDIES INDEPENDENT STUDY,01:381:492,01,23887
ELEMENTARY FRENCH,01:420:101,01,11351
ELEMENTARY FRENCH,01:420:101,02,11352
ELEMENTARY FRENCH,01:420:101,03,11353
ELEMENTARY FRENCH,01:420:102,01,11354
FRENCH FOR READING KNOWLEDGE II,01:420:106,01,11355
FRENCH FUNDAMENTALS,01:420:121,01,11356
INTERMEDIATE FRENCH,01:420:131,01,11357
INTERMEDIATE FRENCH,01:420:131,90,11358
INTERMEDIATE FRENCH,01:420:132,90,11359
INTERMEDIATE FRENCH,01:420:132,91,11360
BELONGING IN FRANCOPHONE LITERATURE AND FILM,01:420:161,01,21838
ADVANCED FRENCH II: WRITING STYLES,01:420:214,01,11361
FRENCH LITERATURE FROM THE MIDDLE AGES TO THE ENLIGHTEN..,01:420:216,01,11363
FRENCH LITERATURE FROM THE MIDDLE AGES TO THE ENLIGHTEN..,01:420:218,H1,11364
FRANCE AND THE WORLD - THE WORLD IN FRANCE,01:420:251,01,11365
FRENCH CULTURAL EXPERIENCE,01:420:298,01,11366
MODERN FRENCH CINEMA,01:420:306,01,10276
GENDER AND SEXUALITY IN MODERN FRANCE AND THE FRANCOPHO..,01:420:313,01,11367
LEARNING AND SHARING FRENCH II,01:420:318,90,11371
FRENCH COMMERCE,01:420:324,90,11372
ADVANCED TOPICS IN FRENCH CINEMA,01:420:471,01,10277
INDEPENDENT STUDY,01:420:494,01,11373
SENIOR HONORS THESIS I,01:420:495,H1,11374
SENIOR HONORS THESIS II,01:420:496,H1,11375
HONORS RESEACH THESIS IN FRENCH,01:420:498,H1,11376
INTRODUCTION TO CANCER,01:447:245,01,11378
COMPUTATIONAL GENETICS OF BIG DATA,01:447:303,01,11379
COMPUTATIONAL GENETICS OF BIG DATA,01:447:303,02,23096
INT RESEARCH GENETIC,01:447:315,01,11380
INT RESEARCH GENETIC,01:447:315,02,11383
GENETICS,01:447:380,01,11386
GENETICS,01:447:380,02,11387
GENETICS,01:447:380,03,11388
GENETICS,01:447:380,04,11389
GENETICS,01:447:380,05,11390
GENETICS,01:447:380,06,11391
GENETICS,01:447:380,07,11392
GENETICS,01:447:380,08,11393
GENETICS,01:447:380,09,11394
GENETICS,01:447:380,10,11395
GENETICS,01:447:380,11,11396
GENETICS,01:447:380,12,11397
GENETICS,01:447:380,13,11398
GENETICS,01:447:380,14,11399
GENETICS,01:447:380,15,11400
GENETICS,01:447:380,16,11401
GENETICS,01:447:380,17,11402
GENETICS,01:447:380,18,11403
GENETICS,01:447:380,19,11404
GENETICS,01:447:380,20,11405
GENETICS,01:447:380,21,11406
GENETICS,01:447:380,H1,11407
GENETICS,01:447:380,H2,11408
GENETIC ANALYSIS II,01:447:385,02,11409
GENETIC ANALYSIS II,01:447:385,03,11410
GENETIC ANALYSIS II,01:447:385,H1,11411
GENERAL MICROBIOLOGY,01:447:390,01,11412
GENERAL MICROBIOLOGY,01:447:390,02,11413
GENERAL MICROBIOLOGY,01:447:390,03,11414
GENERAL MICROBIOLOGY,01:447:390,04,11415
GENERAL MICROBIOLOGY,01:447:390,05,11416
GENERAL MICROBIOLOGY,01:447:390,06,11417
PATHOGENIC MICROBIOLOGY,01:447:392,01,11418
RESEARCH IN GENETICS,01:447:407,01,11419
HONORS IN GENETICS,01:447:409,H1,11420
RESEARCH IN GENETICS - WRITING INTENSIVE,01:447:410,01,11421
THESIS WRITING AND COMMUNICATION IN     GENETICS,01:447:415,01,11422
EFFECTIVE COMUNICATION SKILLS IN        GENETICS,01:447:430,01,11423
GENOMES,01:447:451,01,11424
GENOMES,01:447:451,02,11425
BEHAV & NEURAL GENET,01:447:484,01,11428
BEHAV & NEURAL GENET,01:447:484,02,11429
GENETIC COUNSELING ROTATION,01:447:488,01,11430
ADV IND STDY GENETIC,01:447:490,01,11431
EARTH SYSTEMS,01:450:101,01,11432
EARTH SYSTEMS,01:450:101,90,11433
TRANSFORMING THE GLOBAL ENVIRONMENT,01:450:102,01,11434
TRANSFORMING THE GLOBAL ENVIRONMENT,01:450:102,90,11435
"HUMAN GEOGRAPHY: SPACE, PLACE, & LOCATION",01:450:103,01,11436
WORLD CULTURAL REGIONS,01:450:205,01,11437
"ENVIRONMENT, SOCIETY & JUSTICE",01:450:211,01,11438
THE GLOBAL CLIMATE SYSTEM,01:450:213,01,22833
CONSERVATION,01:450:214,01,11439
ECONOMIC GEOGRAPHY,01:450:309,01,11440
NATURAL HAZARDS AND DISASTERS,01:450:311,01,11441
REMOTE SENSING,01:450:322,01,11442
REMOTE SENSING,01:450:322,02,11443
GEOGRAPHICAL RESEARCH METHODS,01:450:330,01,11444
EAST ASIA,01:450:342,01,11445
ADVANCED CARTOGRAPHY,01:450:356,01,11446
CULTURAL & POLITICAL ECOLOGY,01:450:360,01,11447
GENDER GEOGRAPHIES,01:450:361,01,11448
CLIMATE CHANGE AND SOCIETY,01:450:370,01,11449
ADVANCED GIS,01:450:421,01,11451
HIST & THEORY GEOG,01:450:470,01,11453
INTERNSHIP GEOGRAPHY,01:450:486,01,11454
CARTOGRAPHIC PROBLEMS,01:450:488,01,11455
GEOGRAPHIC PROBLEMS,01:450:492,01,23861
HONORS PROJECT GEOGRAPHY,01:450:496,01,11456
PLANET EARTH,01:460:100,01,11457
PLANET EARTH,01:460:100,02,11458
PLANET EARTH,01:460:100,90,11459
PLANET EARTH,01:460:100,91,11460
PLANET EARTH,01:460:100,92,11461
PLANET EARTH,01:460:100,93,11462
INTRODUCTORY GEOLOGY,01:460:101,01,11463
INTRODUCTORY GEOLOGY,01:460:101,02,11464
INTRO GEOLOGY LAB,01:460:103,01,11465
INTRO GEOLOGY LAB,01:460:103,02,11466
INTRO OCEANOGRAPHY,01:460:120,01,11467
EARTHQUAKES-VOLCANOS,01:460:201,90,11469
EARTHQUAKES-VOLCANOS,01:460:201,91,11470
EARTHQUAKES-VOLCANOS,01:460:201,92,11471
ENVIRONMENTAL GEOLOGY,01:460:202,01,11472
THE WATER PLANET,01:460:204,01,11473
DINOSAURS,01:460:206,01,11475
DINOSAURS,01:460:206,90,11476
EARTH AND LIFE,01:460:212,01,11477
ASTROBIOLOGY,01:460:225,01,11478
MINERALOGY,01:460:301,01,11479
PALEONTOLOGY,01:460:303,01,11480
INTRODUCTION TO GEOPHYSICS,01:460:306,01,11481
GEOLOGICAL CONTEXT,01:460:394,01,23024
STRUCTURAL GEOLOGY AND GEOLOGIC MAPS,01:460:407,01,11484
HYDROLOGIC PROCESSES,01:460:414,01,11485
REMOTE SENSNG GEO SC,01:460:427,01,11487
STRUCTURE AND FORMATION OF THE TERRESTRIAL PLANETS,01:460:441,01,11488
MAJOR EVENTS IN EARTH HISTORY,01:460:480,01,11489
INDEPENDENT STUDY IN GEOLOGY,01:460:494,01,11491
HONORS IN GEOLOGY,01:460:496,01,11492
ELEMENTARY GERMAN,01:470:101,01,11493
ELEMENTARY GERMAN,01:470:101,90,11494
ELEMENTARY GERMAN,01:470:102,01,11495
ELEMENTARY GERMAN,01:470:102,90,11497
GERMAN FOR TRAVEL,01:470:103,01,11498
GERMAN CONVERSATION,01:470:104,01,11499
GERMAN FOR RDG KNOWL,01:470:106,01,11500
INTERMEDIATE GERMAN,01:470:132,01,11501
ADVANCED CONVERSATION AND COMPOSITION,01:470:232,01,11502
PSY FI:  LITERATURE AND PSYCHOANALYSIS,01:470:247,01,11503
RADICAL MODERNISM AND ANTI-ART,01:470:277,90,09468
CONTMP GER MEDIA & SOC,01:470:299,01,11504
INTR LIT & CULT ANALYS,01:470:302,01,11505
GERMAN AND COMPARATIVE LITERATURE,01:470:304,01,11506
GERMAN THOUGHT IN THE 20TH CENTURY,01:470:355,01,11507
INDEP STUDY GERMAN,01:470:394,01,11510
INDEP STUDY GERMAN,01:470:394,02,11511
INDEP STUDY GERMAN,01:470:494,01,11512
INDEP STUDY GERMAN,01:470:494,02,11513
SENIOR HONORS IN GER,01:470:496,H1,11514
FIRST YEAR MOD GREEK,01:489:102,90,11515
FIRST YEAR MOD GREEK,01:489:102,91,11516
SEC YEAR MOD GREEK,01:489:202,90,11519
"ODYSSEUS IN LITERATURE, DRAMA & FILM",01:489:358,90,10339
CYPRUS: A GLOBAL HISTORY,01:489:381,01,11521
INDEP STUDY MOD GRK,01:489:494,01,11524
ELEMENTARY GREEK II,01:490:102,01,11526
INTERMEDIATE GREEK POETRY,01:490:208,01,11527
RDGS IN GREEK POETRY,01:490:392,01,11528
ELEMENTARY HINDI I,01:505:160,01,09225
ELEMENTARY HINDI II,01:505:161,01,09227
INTERM HINDI II,01:505:261,01,09247
WORLD HISTORY II,01:506:102,01,11530
PATTERNS IN CIV:LOVE,01:506:112,01,11531
LAW AND HISTORY,01:506:216,01,11532
JEWISH HISTORY I: ANCIENT AND MEDIEVAL,01:506:271,01,11533
JEWISH HISTORY II: MODERN,01:506:272,01,11536
HISTORY WORKSHOP,01:506:299,01,11538
HISTORY WORKSHOP,01:506:299,02,11539
HISTORY WORKSHOP,01:506:299,03,11540
HISTORY WORKSHOP,01:506:299,04,11542
"PUBLIC HISTORY:THEORY, METHOD & PRACTICE",01:506:301,01,11543
INTRODUCTION TO ORAL HISTORY,01:506:302,01,11544
SOCIALSM & COMMUNISM,01:506:361,01,11545
HISTORICAL STUDIES,01:506:391,01,09475
HISTORY SEMINAR,01:506:401,01,11546
HISTORY SEMINAR,01:506:401,02,11547
HISTORY SEMINAR,01:506:401,03,11548
HISTORY SEMINAR,01:506:401,05,11550
PUBLIC HISTORY INTERNSHIP,01:506:451,01,11551
RESEARCH IN HISTORY,01:506:472,01,11552
